Unnamed: 0,ID,name,href,docket,term,first_party,second_party,facts,facts_len,majority_vote,minority_vote,first_party_winner,decision_type,disposition,issue_area,api_question,api_conclusion
2161,55811,AT&T Mobility LLC v. Concepcion,https://api.oyez.org/cases/2010/09-893,09-893,2010,AT&T Mobility LLC,"Vincent Concepcion, et ux.","Customers brought a class action lawsuit against AT&amp;T Mobility LLC in a California federal district court. They alleged that the company's offer of a free phone to anyone who signed up for its service was fraudulent to the extent the company charged the new subscriber sales tax on the retail value of each free phone. AT&amp;T moved to compel arbitration based on the arbitration clause contained within its contract of service. The district court denied the motion.
On appeal, the U.S. Court of Appeals for the Ninth Circuit held that (1) the arbitration clause was unconscionable and unenforceable under California law and (2) the Federal Arbitration Act (""FAA"") did not expressly or impliedly preempt California law governing unconcionability.
",766,5,4,True,majority opinion,reversed/remanded,Economic Activity,Does the FAA preempt states from conditioning the enforcement of an arbitration agreement on the availability of class-wide arbitration procedures?,"Yes. The Supreme Court reversed the lower court order in a decision by Justice Antonin Scalia. The 5-4 majority held that the Federal Arbitration Act preempts ""state-law rules that stand as an obstacle to the accomplishment of the FAA's objectives."" Justice Stephen Breyer filed a dissenting opinion, which was joined by Justices Ruth Bader Ginsburg, Sonia Sotomayor and Elena Kagan. ""The Court is wrong to hold that the federal Act pre-empts the rule of state law,"" wrote Breyer."
2162,55812,Michigan v. Bryant,https://api.oyez.org/cases/2010/09-150,09-150,2010,Michigan,Richard Perry Bryant,"A Michigan trial court convicted Richard Perry Bryant of second degree murder, being a felon in possession of a firearm, and possession of a firearm during commission of a felony. On appeal, Mr. Bryant challenged the admission of the victim's statements at trial for violating his Sixth Amendment right of confrontation. The victim stated that Mr. Bryant shot him, but died shortly thereafter. The Michigan Court of Appeals affirmed the trial court. The Michigan Supreme Court reversed, holding that the statements that the victim made to police before his death were testimonial and their admission violated Mr. Bryant's right to confrontation. The court reasoned that the victim's statements were made in the course of a police interrogation whose primary purpose was to establish or prove events that had already occurred, not to enable police to meet an ongoing emergency. Therefore, the lower court held that the statements were ""testimonial"" for the purposes of the enhanced confrontation protections set forth by the U.S. Supreme Court in <em>Crawford v. Washington</em> and should not have been admitted against Mr. Bryant at trial because he did not have the opportunity to cross-examine the victim prior to his death.
",1235,6,2,True,majority opinion,vacated/remanded,Criminal Procedure,"Are inquiries of wounded victims concerning the perpetrator non-testimonial if they objectively indicate that the purpose of the interrogation is to enable police assistance to meet an ongoing emergency, and, thus, not afforded heightened protection underCrawford v. Washington?","Yes. The Supreme Court reversed and remanded the lower court decision in a majority opinion by Justice Sonia Sotomayor. The court held that the identification and description of the shooter and the location of the shooting were ""not testimonial statements because they had a 'primary purpose . . . to enable police assistance to meet an ongoing emergency.' Therefore, their admission at Bryant's trial did not violate the Confrontation Clause."" Justice Clarence Thomas filed an opinion concurring in the judgment.In a strongly-worded dissent, Justice Antonin Scalia criticized the majority opinion for distorting ""our confrontation clause jurisprudence and leav[ing] it in a shambles. Instead of clarifying the law, the court makes itself the obfuscator of last resort."" The majority, he continued, ""creates an expansive exception to the confrontation clause for violent crimes."" In a separate dissent, Justice Ruth Bader Ginsburg agreed with Scalia, but observed a ""well-established exception to the confrontation requirement: The cloak protecting the accused against admission of out-of-court testimonial statements was removed for dying declarations.""Justice Elena Kagan took no part in the consideration of the case."
2163,55814,Lafler v. Cooper,https://api.oyez.org/cases/2011/10-209,10-209,2011,"Blaine Lafler, Warden",Anthony Cooper,"Anthony Cooper was convicted of shooting a woman in the thigh and buttocks after missing a shot to her head. The U.S. Court of Appeals for the 6th Circuit overturned the conviction after Cooper claimed ineffective assistance of counsel. His lawyer told him not to take a plea offer, thinking that there could not be a finding that Cooper intended to murder his victim. But Cooper was convicted of assault with intent to murder and other charges. The appeals court said the incorrect advice equals unconstitutional ineffective assistance and ordered Cooper released. But Michigan officials argue that Cooper got a fair trial and that the verdict should not be thrown out because of his lawyer's mistake.
",710,5,4,True,majority opinion,vacated/remanded,Civil Rights,Is a state habeas petitioner entitled to relief when his counsel deficiently advises him to reject a favorable plea bargain but the defendant is later convicted and sentenced pursuant to a fair trial?,"Yes. In a 5-4 decision, Justice Anthony M. Kennedy delivered the majority opinion, vacating the Sixth Circuit judgment and returning the case for reconsderation. The Court held that the Michigan court applied the wrong standard when it rejected Cooper's claim to ineffective assistance of counsel. The proper test underStrickland v Washingtonis whether, absent the ineffective counsel, a defendant would have accepted an offered plea that was less severe than his eventual sentence, and the trial court would have accepted the terms of that plea. The majority also held that the proper remedy is not specific performance of the original plea. On remand, the prosecution should re-offer the plea and, if the defendant accepts it, the trial court can decide how to amend the original sentence.Justice Antonin Scalia wrote a dissent, stating that there is no right to habeas relief when counsel's advice caused a defendant to have a full and fair trial. A criminal defendant has no right to a plea bargain, so rejecting the plea did not deprive Cooper of any procedural right. Justice Clarence Thomas joined in the Scalia dissent. Chief Justice John G. Roberts, Jr. joined in the dissent except for Justice Scalia's assertions that the majority's decision elevates the plea bargain to a constitutional right. Justice Samuel A. Alito wrote a separate dissent criticizing the majority's ""opaque discussion of the remedy...."""
2164,55813,FAA v. Cooper,https://api.oyez.org/cases/2011/10-1024,10-1024,2011,Federal Aviation Administration,Stanmore Cooper,"In 2006, pilot Stanmore Cooper disclosed that he was HIV-positive to Social Security officials in order to receive medical benefits but withheld his status from the Federal Aviation Administration. But the Social Security Administration then turned over his medical records to the FAA, which revoked his license. Cooper filed suit against the agency for emotional distress for mishandling his medical records. The U.S. Court of Appeals for the Ninth Circuit ruled that the exchange of records was improper and that Cooper has standing to sue.
",550,5,3,True,majority opinion,reversed/remanded,Privacy,"Does the Privacy Act's ""actual damages"" provision cover mental and emotional distress?","No. In a 5-3 decision written by Justice Samuel Alito, the Court held that the Privacy Act's ""actual damages"" provision only allowed Cooper to recover for proven pecuniary or economic harm. Justice Alito cited the Court's rule that legislatures must unequivocally express waivers of sovereign immunity, and that any ambiguities in the statutory text must be construed in favor of immunity. He investigated the use of the term ""actual damages"" in various federal statutes, determining that it does not have a consistent legal meaning. Justice Alito inferred that congress may have intended ""actual damages"" to refer to pecuniary damages; under this interpretation, Privacy Act victims would have to show pecuniary loss or be barred from recovery. He also noted that congress did not make a separate Privacy Act provision for ""general damages,"" often defined as non-pecuniary damages.Justice Sonia Sotomayor dissented, joined by Justices Ruth Bader Ginsburg and Stephen Breyer. She rejected the majority's strict interpretation of the sovereign immunity canon and argued that the traditional tools of statutory interpretation provided a better explanation of congress' intent. Looking to the text, to prominent secondary source definitions, and to the historical context of the act, Justice Sotomayor determined that congress intended ""actual damages"" to be synonymous with compensatory damages, which are not limited to pecuniary damages; it used the term ""actual damages"" to limit recovery to damages proven by evidence on record.Justice Elena Kagan took no part in the consideration or decision of the case."
2165,55815,FCC v. Fox Television Stations,https://api.oyez.org/cases/2011/10-1293,10-1293,2011,"Federal Communications Commission, et al.","Fox Television Stations, Inc., et al.","In 2004, the Federal Communications Commission said that TV stations could be fined for indecency violations in cases when a vulgarity was broadcast during a live program. That happened on Fox in 2002 and 2003 when Cher and Nicole Richie cursed during award shows and were not bleeped.  The FCC never actually fined Fox, but the network took issue with the regulatory agency setting the stage for future fines and challenged the fleeting-expletive rules. The U.S. Court of Appeals for the Second Circuit ruled that the FCC's rules were ""unconstitutionally vague"" and had a ""chilling effect.""
",599,8,0,False,majority opinion,vacated/remanded,Due Process,Did the court of appeals err in finding the FCC's indecency policy unconstitutionally vague in its entirety?,"Yes. Justice Anthony M. Kennedy, writing for seven members of the court, vacated the lower judgment and remanded the case. The Supreme Court held that the FCC's standards, as applied to the broadcasts in this case, were vague. The FCC did not give proper notice to broadcasters that they would be fined for fleeting expletives, so the practice violated due process. However, Justice Kennedy carefully noted that the Court did not decide whether the practice violated the First Amendment or that the indecency policy itself was unconstitutional. Only the way the policy was applied in this case was unconstitutionally vague. The FCC is free to modify its policy in light of this decision.Justice Ruth Bader Ginsburg concurred in the judgment, stating her belief thatFCC v. Pacificawas wrong when it was decided. Justice Sonia Sotomayor did not participate in the consideration or decision of the case."
2168,55818,Hosanna-Tabor Evangelical Lutheran Church and School v. EEOC,https://api.oyez.org/cases/2011/10-553,10-553,2011,Hosanna-Tabor Evangelical Lutheran Church and School,"Equal Employment Opportunity Commission, et al.","Cheryl Perich filed a lawsuit against the Hosanna-Tabor Evangelical Lutheran Church and School in Redford, Mich., for allegedly violating the Americans with Disabilities Act when they fired her after she became sick in 2004. After several months on disability, Perich was diagnosed and treated for narcolepsy and was able to return to work without restrictions. But she said the school at that point urged her to resign and, when she refused, fired her.
Perich filed a complaint with the Equal Employment Opportunity Commission, which ruled in her favor and authorized a lawsuit against the school. Attorneys representing Hosanna-Tabor Evangelical Lutheran Church and School argued that the ""ministerial exception"" under the First Amendment should apply in their client's case. The exception gives religious institutions certain rights to control employment matters without interference from the courts. The district court granted summary judgment in favor of the school, but the United States Court of Appeals for the Sixth Circuit overturned that ruling and remanded the case back to the lower court for a full trial on the merits. The court held that Perich's role at the school was not religious in nature, and therefore the ministerial exception did not apply.
",1280,9,0,True,majority opinion,reversed,First Amendment,"Does the ministerial exception, which prohibits most employment-related lawsuits against religious organizations by employees performing religious functions, apply to a teacher at a religious elementary school who teaches the full secular curriculum, but also teaches daily religion classes, is a commissioned minister, and regularly leads students in prayer and worship?","Yes. In a unanimous decision written by Chief Justice John Roberts, the Court held that Perich was a minister for the purposes of the Civil Rights Act's ministerial exception, dismissing Perich's suit and her claims for damages. Chief Justice Roberts described the history of the ""ministerial exception"", established by courts to prevent state interference with the governance of churches, a violation of the First Amendment's establishment and free exercise clauses. He rejected the EEOC and Perich's argument that these clauses of the First Amendment are irrelevant to Hosanna-Tabor's right to choose its ministers.Chief Justice Roberts concluded that Perich indeed functioned as a minister in her role at Hosanna-Tabor, in part because Hosanna-Tabor held her out as a minister with a role distinct from that of its lay teachers. He also noted that Perich held herself to be a minister by accepting the formal call to religious service required for her position. Chief Justice Roberts acknowledged that Perich performed secular duties in her position and that lay teachers performed the same religious duties as Perich, but reasoned that Perich's status as a commissioned minister outweighed these secular aspects of her job. He also rejected the EEOC and Perich's suggestion that Hosanna-Tabor's religious reason for firing Perich was pretextual, explaining that the purpose of the ministerial exception is not limited to hiring and firing decisions made for religious reasons."
2169,55821,KPMG LLP v. Cocchi,https://api.oyez.org/cases/2011/10-1521,10-1521,2011,KPMG LLP,Robert Cocchi et al.,"Respondents, 19 individuals and entities, bought limited partnerships, which were invested with Bernard Madoff. After losing millions, Respondents sued Petitioner KPMG LLC, a financial auditor, alleging use of improper accounting standards. KPMG moved to compel arbitration under an audit services agreement between KPMG and Tremont, a fund who managed the limited partnerships. This agreement stated that any claim arising out of KPMG's services, including claims by any person for whose benefit the services were provided, would be resolved in mediation or arbitration. The Florida Circuit Court of the Fifteenth Judicial Circuit, Palm Beach County denied the motion. The Court of Appeal of Florida, 4th Circuit affirmed. The court found that Respondents never expressly consented to the arbitration agreement, so the only claims derived from KPMG's services for the management fund were subject to arbitration. The court concluded that two of the claims were direct and not covered under the arbitration agreement. Because these claims were not arbitrable the court refused to compel arbitration of any part of the complaint.
",1136,9,0,True,per curiam,vacated/remanded,Economic Activity,Does a court have a duty under the Federal Arbitration Act (FAA) to compel arbitration of a complaint where some claims are not arbitrable?,"Yes. In a Per Curiam opinion, the Supreme Court held that where some claims are not arbitrable, a court must compel arbitration for those claims that are, even if this leads to separate proceedings in different forums. The Court of Appeals failed apply the FAA when they did not evaluate Respondents remaining potentially arbitrable claims. The judgment of the Court of Appeals was vacated and the case remanded for further proceedings to determine whether the remaining claims were arbitrable."
2170,55820,Christopher v. SmithKline,https://api.oyez.org/cases/2011/11-204,11-204,2011,"Michael Shane Christopher, Frank Buchanan",SmithKline Beecham Corporation d/b/a GlaxoSmithKline,"Michael Christopher and Frank Buchanan began working for GlaxoSmithKline LLC (""Glaxo"") as pharmaceutical sales representatives (""PSRs"") in 2003. Glaxo developed, produced, marketed and sold pharmaceutical products to distributors or retail pharmacies, which subsequently sell those products to consumers when authorized by doctors via prescription. The plaintiffs worked between ten and twenty hours outside of normal business hours each week. PSRs are compensated with a salary and additional incentive-based pay; they are not paid overtime for work done outside of standard business hours.
The Fair Labor Standards Act (""FLSA"") was enacted in 1938 to protect the well-being of workers. It imposed a baseline overtime wage on employers for employees who work over forty hours a week. There was an exception to the rule for ""outside salesmen"", defined by the Secretary of Labor (""Secretary"") as an employee whose primary duty is making sales or obtaining contracts and who is primarily and regularly engaged outside of the employer's office. Christopher and Buchanan filed suit in August of 2008, alleging that Glaxo's practice of requiring overtime work without additional pay violated the FLSA's overtime provisions. Both parties filed for summary judgment, and the district court found for Glaxo, agreeing that the plaintiffs fell within the FLSA's ""outside salesman"" exception.
The U.S. Court of Appeals for the the Ninth Circuit affirmed the district court's ruling. The Secretary filed an <em>amicus curiae</em> brief in support of Christopher and Buchanan's position, arguing that when a PSR promotes pharmaceutical products but does not receive items of value in exchange for those products, he does not fall within the ""outside salesman"" exception to the FLSA. The court rejected the Secretary's argument, however, reasoning that this definition is a simple parroting of the Congressional statute; such definitions require less deference by courts because they are not interpretive. Instead, the court pointed to Christopher and Buchanan's training in sales --and their experience in sales as a qualification for employment by Glaxo-- as evidence of their status as ""outside salesmen."" The court noted that the pharmaceutical industry self-regulated marketing to doctors much like other industries self-regulate direct-to-consumer marketing.
",2372,5,4,False,majority opinion,affirmed,Unions,"1. Must Glaxo and the courts defer to the Secretary of Labor's definition of ""outside salesman"" under the Fair Labor Standards Act?2. Does the Secretary of Labor's definition of ""outside salesman"" apply to pharmaceutical sales representatives?","No, Yes. Justice Samuel A. Alito, Jr., writing for a 5-4 majority, affirmed the Ninth Circuit. The Supreme Court held that pharmaceutical sales representatives are ""outside salesmen"" under the FLSA. The Court did not defer to the Secretary's interpretation of the statute because it is directly contrary to the long held industry practice of treating PSRs as exempt. To follow the Secretary's interpretation now would unfairly burden the employers with liability for conduct that occurred long before the Secretary announced that interpretation. The text of the statute also supports the holding that PSRs are outside salesmen.Justice Stephen G. Breyer dissented, arguing that PSRs do not actually sell anything because they merely obtain non-binding agreements from doctors to prescribe a certain drug when appropriate. If the PSRs do not make sales, then they cannot be outside salesmen under the FLSA. Justice Ruth Bader Ginsburg, Justice Sonia Sotomayor, and Justice Elena Kagan joined in the dissent."
2172,55823,Ryburn v. Huff,https://api.oyez.org/cases/2011/11-208,11-208,2011,"Darin Ryburn, et al.","George R. Huff, et al.","Darin Ryburn and Edmundo Zepeda were Burbank Police Officers. Vincent Huff was a student at Bellarmine-Jefferson High School, who was rumored to be intending to ""shoot-up"" the school. Ryburn, Zepeda, and other officers arrived at the school to investigate the rumors. After conducting some interviews, the officers went to Vincent Huff's home. The officers attempted to speak with Vincent Huff and his parents. Eventually, Mrs. Huff came out of the house, but she refused to let the officers to enter her home. After the police asked if there were any weapons in the house, Mrs. Huff ran back into the house. Officer Ryburn followed Mrs. Huff into the house, because he believed that Mrs. Huff's behavior was unusual and further believed that the officers were in danger. Officer Zepeda and the other officers followed Officer Ryburn into the house. The officers briefly questioned the Huffs and left after concluding that Vincent Huff did not actually pose any danger.
The Huffs brought an action against the officers. The Huffs claimed that the officers entered their home without a warrant and thereby violated the Huffs' Fourth Amendment rights. The district court entered a judgment in favor of the officers, concluding that the officers had qualified immunity because Mrs. Huff's odd behavior made it reasonable for the police to believe that they were in imminent danger. The U.S. Court of Appeals for the Ninth Circuit partially reversed the district court's ruling. The court acknowledged that the police officers could enter a home without a warrant if they reasonably believed that immediate entry was necessary to protect themselves or others from imminent serious harm, but the court concluded that the officers' belief that they were in serious immediate danger was objectively unreasonable. The officers appealed the Supreme Court.
",1861,9,0,True,per curiam,affirmed,Criminal Procedure,Did the police officers violate the Fourth Amendment by entering a home without a warrant when the homeowner exhibited unusual behavior leading the officers to believe they were in danger?,"No. In an unsigned,per curiamopinion, the Court disagreed with the lower court's decision and held that there was no Fourth Amendment violation on the facts presented by this case. The Court stated that the Fourth Amendment permits the police to enter a residence if an officer has a reasonable basis for concluding that there is an imminent threat of danger. The Court determined that reasonable police officers could have come to the conclusion that the violence was imminent and that they were therefore permitted to enter a home without a warrant."
2173,55824,Zivotofsky v. Clinton,https://api.oyez.org/cases/2011/10-699,10-699,2011,"M. B. Z., By His Parents and Guardians Ari Z. Zivotofsky, et ux.","Hillary Rodham Clinton, Secretary of State","Menachem Binyamin Zivotofsky is a United States citizen born on October 17, 2002 in Jerusalem. In December 2002, Zivotofsky's mother filed an application for a Consular Report of Birth Abroad and a United States passport for petitioner, listing his place of birth as ""Jerusalem, Israel."" United States diplomatic officials informed petitioner's mother that State Department policy required them to record ""Jerusalem"" as petitioner's place of birth, which is how petitioner's place of birth appears in the documents he received.
On his behalf, Zivotofsky's parents filed this suit against the Secretary of State seeking an order compelling the State Department to identify petitioner's place of birth as ""Jerusalem, Israel"" in the official documents. The United States District Court for the District of Columbia initially dismissed the complaint after concluding that petitioner lacked standing, and that the complaint raised a nonjusticiable political question. United States Court of Appeals for the D.C. Circuit reversed and remanded, concluding that petitioner had standing and that a more complete record was needed on the foreign policy implications of recording ""Israel"" as Zivotofsky's place of birth.
On remand, the State Department explained, among other things, that in the present circumstances if ""Israel"" were to be recorded as the place of birth of a person born in Jerusalem, such ""unilateral action"" by the United States on one of the most sensitive issues in the negotiations between Israelis and Palestinians ""would critically compromise"" the United States' ability to help further the Middle East peace process. The district court again dismissed on political question grounds. The court of appeals affirmed, holding that Zivotofsky's claim is foreclosed because it raises a nonjusticiable political question.
",1851,8,1,True,majority opinion,vacated/remanded,Miscellaneous,Does the political question doctrine deprive a federal court of jurisdiction to enforce a federal statute that explicitly directs the Secretary of State how to record the birthplace of an American citizen on a Consular Report of Birth Abroad and on a passport?,"No. In an 8-to-1 decision, Chief Justice John G. Roberts, Jr. delivered the opinion of the Court vacating the judgment and remanding the case to the trial court for further consideration on the merits. Roberts argued that Zivotofsky's claim did not involve a political question and is thus justiciable. Resolution of Zivotofsky's claim would require the Judiciary to vindicate Zivotofsky's statutory rights, a matter within its competence to resolve. Reaching a decision is not simple, however. A full airing on the merits will frame the issues for further review.Justice Sonia Sotomayor filed an opinion concurring in the judgment. Justice Stephen Breyer joined Part I of Justice Sonia Sotomayor's opinion. She wrote separately to emphasize that the inquiry required by the political question doctrine was more demanding than the majority suggested with its opinion.Justice Samuel A. Alito, Jr. filed a special concurrence. He noted that determining the constitutionality of an Act of Congress could present a political question, but he did not think that the narrow issue before the court fell into that category of cases.Justice Stephen G. Breyer filed a dissenting opinion. He wrote that a decision would touch upon several very sensitive foreign policy matters and that adjudication of the petitioner's claim would require the courts to answer a political question as defined by the Court's decision inBaker v. Carr."
2174,55822,United States v. Home Concrete & Supply,https://api.oyez.org/cases/2011/11-139,11-139,2011,United States,"Home Concrete & Supply, LLC, et al.","Plaintiffs Stephen R. Chandler and Robert L. Pierce were the sole shareholders of Home Oil and Coal Company, Inc. In 1999, Pierce contemplated selling his share of the business and sought professional advice in an effort to minimize tax liability generated by the sale of his interest in Home Oil. Each of the taxpayers initiated short sales of United States Treasury Bonds for $7,472,405. They then transferred the proceeds from that sale to Home Concrete as capital contributions. Home Concrete then closed the short sales by purchasing and returning essentially identical Treasury Bonds on the open market for $7,359,043. This transaction created ""outside basis,"" or how much the partner's investment was worth according to tax rules, equal to the amount of the proceeds the taxpayers contributed.
Home Oil then transferred its assets to Home Concrete as a capital contribution. The taxpayers (except Home Oil) then transferred percentages of their partnership interests in Home Concrete to Home Oil as capital contributions. Home Concrete then sold substantially all of its assets to a third party purchaser for $10,623,348. The taxpayers timely filed their tax returns for 1999 in April 2000. Home Concrete elected to step-up its inside basis, or the amount that the partnership tax records compute for each partner, to equal the taxpayers' outside basis. Home Concrete again adjusted its inside basis to $10,527,250.53, including the amount of short sale proceeds earlier contributed by the taxpayers. As a result Home Concrete reported a $69,125.08 gain from the sale of its assets.
The IRS did not investigate until June 2003. As a result of their investigation, the IRS determined that the partnership was formed ""solely for the purposes of tax avoidance by artificially overstating basis in the partnership interests of its purported partners."" On September 7, 2006 the IRS issued a Final Partnership Administrative Adjustment (FPAA), in which they decreased to zero the taxpayers' reported outside bases in Home Concrete. This substantially increased the taxpayers' taxable income. Plaintiff taxpayers brought action against Internal Revenue Service (IRS) seeking to recover the increase.
As a general matter, the Internal Revenue Service (IRS) has three years to assess additional tax if the agency believes that the taxpayer's return has understated the amount of tax owed. That period is extended to six years, however, if the taxpayer omits from gross income an amount which is in excess of 25 percent of the amount of gross income stated in the taxpayer's return. During the trial the Treasury Department passed a regulation stating that the six-year period for assessing tax remains open for ""all taxable years… that are the subject of any case pending before any court of competent jurisdiction… in which a decision had not become final."" The U.S. Court of Appeals for the Fourth Circuit disagreed and found in favor of the plaintiffs.
",2982,5,4,False,majority opinion,affirmed,Federal Taxation,"1. Can an understatement of gross income attributable to an overstatement of basis in sold property qualify as an ""omi[ssion] from gross income"" that triggers the extended six-year assessment period?2. Is a final regulation from the Department of the Treasury reflecting the IRS's view that an understatement of gross income attributable to an overstatement of basis which can trigger the extended six-year assessment period entitled to judicial deference?","No and no. Justice Stephen G. Breyer, writing for a four-justice plurality, affirmed the Fourth Circuit decision. The Supreme Court held thatColony, Inc. v. Commissionerdecides this case. It interpreted language almost identical to the statute in question. Also, the statutory history shows that Congress intended to exclude overstatements of basis from the extended statute of limitations period. A treasury regulation cannot changeColony'sthe interpretation of the statute.Justice Antonin Scalia concurred in part and concurred in the judgment. He agreed thatColonydecides the case, but argued that the court should not have ruled on whether to give treasury regulations deference.Justice Anthony M. Kennedy dissented, arguing that the Treasury regulation only interpreted a statute that had no established meaning. He argued that courts should be open to new interpretations through regulations when Congress amends a statute. Justice Ruth Bader Ginsburg, Justice Sonia Sotomayor, and Justice Elena Kagan joined in the dissent."
2175,55825,Sackett v. EPA,https://api.oyez.org/cases/2011/10-1062,10-1062,2011,"Chantell Sackett, et vir","Environmental Protection Agency, et al.","Chantell and Mike Sackett own a half-acre lot in a residential area near Priest Lake, Idaho. In April and May of 2007, the Sacketts filled in about one-half acre of that property with dirt and rock in preparation for building a house. On November 26, 2007, the U.S. Environmental Protection Agency issued a compliance order against the Sacketts. The compliance order alleged that the parcel is a wetland subject to the Clean Water Act and that the Sacketts violated the CWA by filling in their property without first obtaining a permit. The order required the Sacketts to remove the fill material and restore the parcel to its original condition.
The Sacketts sought a hearing with the EPA to challenge the finding that the Parcel is subject to the CWA. The EPA did not grant the Sacketts a hearing and continued to assert CWA jurisdiction over the parcel. The Sacketts filed suit in the U.S. District Court for the District of Idaho seeking injunctive and declaratory relief. They challenged the compliance order as (1) arbitrary and capricious under the Administrative Procedure Act; (2) issued without a hearing in violation of the Sacketts' procedural due process rights; and (3) issued on the basis of an ""any information available"" standard that is unconstitutionally vague. The district court granted the EPA's motion to dismiss, finding that the CWA precludes judicial review of compliance orders before EPA has started an enforcement action in federal court. On appeal, the U.S. Court of Appeals for the Ninth Circuit affirmed the lower court order.
",1573,9,0,True,majority opinion,reversed/remanded,Economic Activity,Do landowners have a right to go to court to challenge a Clean Water Act order of the Environmental Protection Agency?,"Yes. In a 9-0 decision, Justice Antonin Scalia wrote the majority opinion holding that the EPA's compliance order is a final agency action, and there is no other remedy for the Sackett's other than judicial review. Justice Scalia rejected each of the government's arguments that the Clean Water Act precluded judicial review of compliance orders. Justice Ruth Bader Ginsburg wrote a concurrence, noting that the Court ruled only on whether the Sackett's can seek review of the EPA's authority to regulate their land, not whether they can challenge the specific terms of the compliance order. Justice Samuel A. Alito also concurred, stating that judicial review of compliance is better than nothing, but the only real solution is a clarification by Congress of the ambiguities in the Clean Water Act ."
2176,55829,United States v. Alvarez,https://api.oyez.org/cases/2011/11-210,11-210,2011,United States,Xavier Alvarez,"On July 23, 2007, Xavier Alvarez, a member of the Three Valleys Water District Board of Directors, attended a joint meeting with the Walnut Valley Water District Board of Directors at the Board's headquarters. Mr. Alvarez was invited to speak about his background, and he stated, ""I'm a retired marine of 25 years. I retired in the year 2001. Back in 1987, I was awarded the Congressional Medal of Honor."" In fact, Mr. Alvarez had not received the Congressional Medal of Honor, nor any other military medal or decoration. He had also had never served in the United States Armed Forces.
The Stolen Valor Act of 2005 makes it a crime to falsely claim receipt of military decorations or medals. On September 26, 2007, Mr. Alvarez was charged in the Central District of California with two counts of falsely representing that he had been awarded the Congressional Medal of Honor in violation the Stolen Valor Act of 2005. Mr. Alvarez moved to dismiss on the grounds that the statute violated his first amendment right to free speech. The district court denied Alvarez's motion to dismiss. The respondent thereafter pleaded guilty, but reserved his right to appeal.
Alvarez appealed to the U.S. Court of Appeals for the Ninth Circuit, and the court reversed and remanded the lower court's decision. It reasoned that the Supreme Court had never held that the government may prohibit speech simply because it is knowingly false and that some knowingly false speech could have affirmative constitutional value. The court of appeals denied the government's request for rehearing. Thereafter, the government appealed the court of appeals' decision.
",1660,6,3,False,plurality opinion,affirmed,First Amendment,"Does 18 U.S.C. 704(b), the Stolen Valor Act, violate the Free Speech Clause of the First Amendment?","Yes. Justice Anthony M. Kennedy, writing for a 6-3 majority, affirmed the Court of Appeals. Content-based restrictions on speech are subject to strict scrutiny and are almost always invalid, except in rare and extreme circumstances. While categories of speech, such as defamation and true threats, present a grave and imminent threat, false statements alone do not present such a threat. Congress drafted the Stolen Valor Act too broadly, attempting to limit speech that could cause no harm. Criminal punishment for such speech is improper.Justice Stephen G. Breyer concurred, concluding that false statements of fact should be subject to intermediate scrutiny. However, as drafted, the Stolen Valor Act violates intermediate scrutiny because it applies to situations that are unlikely to cause harm. Justice Elena Kagan joined in the concurrence.Justice Samuel A. Alito dissented. Congress could not draft the Stolen Valor Act more narrowly, while still preventing the substantial harm caused by false statements concerning military decoration. Justice Antonin Scalia and Justice Clarence Thomas joined in the dissent."
2177,55828,Perry v. Perez,https://api.oyez.org/cases/2011/11-713,11-713,2011,"Rick Perry, Governor of Texas et al.","Shannon Perez, et al.","The United States Census Bureau conducted a national census in 2010. In May and June of 2011, the Texas Legislature created a new electoral map based on changes in the state's population. Texas Governor Rick Perry signed the new map into law in July of 2011.
Under Section 5 of the Voting Rights Act of 1965, either the Justice Department or a special three-judge district court must approve new electoral maps before state officials may enact the map. Texas officials submitted its map to the three-judge court in Washington. The Washington court determined that state officials had used improper standards with respect to two districts. It further held that a three-judge panel in the United States District Court for the Western District of Texas must designate an interim redistricting plan for the 2012 election cycle.
The district court redrew 36 electoral districts. Governor Perry and other state officials appealed the district court's redistricting to the Supreme Court and requested that the Supreme Court stop the enactment of the lower court's new map. The Supreme Court granted the appeal and stopped the enactment of the lower court's new map until the Supreme Court could issue a further order on the matter.
",1246,9,0,True,per curiam,vacated/remanded,Civil Rights,Did the district court abuse its discretion under the Voting Rights Act when it redrew 36 electoral districts?,"Maybe. In an unsigned,per curiamopinion, the Supreme Court vacated the interim maps and remanded for further proceedings. The Court held that it was unclear whether the district court used the proper standards to create their interim plan. Portions of the district court's plan seemed to be based on State policy considerations, and portions had no relation to the outdated plan or the proposed plan. A district court may redraw districts, but it should look to the State's proposed plan and the policies surrounding it for guidance.Justice Clarence Thomas wrote a concurrence, agreeing with the result, but stating that Section 5 is unconstitutional and should not be a prerequisite for approval of a redistricting plan. He would vacate the interim plans and remand only for consideration of the other issues."
